က,k
မင်းမဲ့ဝါဒ,mɪɴmɛwəါd
မင်းရိုသေ,mɪɴjoθe
မင်းလမ်း,mɪɴlaɴ
မင်းလျာ,mɪɴləja
မင်းလုပ်,mɪɴloʊʔ
မင်းလုလင်,mɪɴlulɪɴ
မင်းလောင်း,mɪɴlaʊɴ
မင်းလောင်းမင်းလျာ,mɪɴlaʊɴmɪɴləja
မင်းလွင်,mɪɴləwɪɴ
မင်းလွင်မြူး,mɪɴləwɪɴməju
မင်းသံ,mɪɴθaɴ
မင်းသံစိုးသံ,mɪɴθaɴsoθaɴ
မင်းသမီး,mɪɴθəmi
မင်းသား,mɪɴθa
မင်းသားကြီး,mɪɴθat͡ɕi
မင်းသားလတ်,mɪɴθalaʔ
မင်းအတိုင်း,mɪɴʔətaɪɴ
မင်းအရာရှိ,mɪɴʔəjaʃi
မင်ကျမင်န,mɪɴt͡ɕəmɪɴn
မင်ကြောင်,mɪɴt͡ɕaʊɴ
မင်ကြောင်ဆရာ,mɪɴt͡ɕaʊɴsʰəja
မင်ကြောင်ထိုး,mɪɴt͡ɕaʊɴtʰo
မင်ခံစက္ကူ,mɪɴkʰaɴsəkə္ku
မင်ခဲ,mɪɴkʰɛ
မင်စက်,mɪɴsəkɛʔ
မင်စာ,mɪɴsa
မင်စေ့ထိုး,mɪɴsetʰo
မင်တံ,mɪɴtaɴ
မင်တုံး,mɪɴtoʊɴ
မင်တောင့်,mɪɴtaʊɴ
မင်ထင်,mɪɴtʰɪɴ
မင်နှိပ်စက္ကူ,mɪɴn̥eɪʔsəkə္ku
မင်ပေါက်,mɪɴpeါkɛʔ
မင်ဖော်နည်း,mɪɴpʰaʊʔni
မင်ရည်,mɪɴji
မင်လုံး,mɪɴloʊɴ
မင်သည်,mɪɴθi
မင်သတ်,mɪɴθaʔ
မင်သေ့,mɪɴθe
မင်သွား,mɪɴθəwa
မင်အိုး,mɪɴʔo
မင်အိုးမင်တံ,mɪɴʔomɪɴtaɴ
မင်္ဂလာ,mɪɴ္ɡəla
မင်္ဂလာကြေး,mɪɴ္ɡəlat͡ɕe
မင်္ဂလာကြေးတောင်း,mɪɴ္ɡəlat͡ɕetaʊɴ
မင်္ဂလာစီးတော်ဆင်,mɪɴ္ɡəlasitaʊʔsʰɪɴ
မင်္ဂလာစီးတော်မြင်း,mɪɴ္ɡəlasitaʊʔməjɪɴ
မင်္ဂလာဆောင်,mɪɴ္ɡəlasʰaʊɴ
မင်္ဂလာဆောင်သည်,mɪɴ္ɡəlasʰaʊɴθi
မင်္ဂလာဆောင်သတို့သမီး,mɪɴ္ɡəlasʰaʊɴθətoθəmi
မင်္ဂလာဆောင်သတို့သမီး၏အဖော်,mɪɴ္ɡəlasʰaʊɴθətoθəmi၏ʔəpʰaʊʔ
မင်္ဂလာဆောင်သတို့သား,mɪɴ္ɡəlasʰaʊɴθətoθa
မင်္ဂလာဆောင်သတို့သား၏အဖော်,mɪɴ္ɡəlasʰaʊɴθətoθa၏ʔəpʰaʊʔ
မင်္ဂလာဆွမ်း,mɪɴ္ɡəlasʰʊɴ
မင်္ဂလာတိုင်း,mɪɴ္ɡəlataɪɴ
မင်္ဂလာဒုံ,mɪɴ္ɡəladoʊɴ
မင်္ဂလာနေ့,mɪɴ္ɡəlane
မင်္ဂလာပြု,mɪɴ္ɡəlapəju
မင်္ဂလာရှိသော,mɪɴ္ɡəlaʃiθɔ
မင်္ဂလာသုတ်,mɪɴ္ɡəlaθoʊʔ
မင်္ဂလာအိမ်တော်,mɪɴ္ɡəlaʔeɪɴtaʊʔ
မင်္ဂလာဦး,mɪɴ္ɡəlaʔuး
မင်္ဂလာဦးပစ္စည်း,mɪɴ္ɡəlaʔuးpəsə္si
မင်္ဂလာဦးဥစ္စာ,mɪɴ္ɡəlaʔuးʔusə္sa
မစ,məs
မစင်,məsɪɴ
မစင်စွန့်သည်,məsɪɴsʊɴθi
မစင်တီးပြင်,məsɪɴtipəjɪɴ
မစသည်,məsəθi
မစို့မပို့,məsoməpo
မစုပ်ပျားအုံ,məsoʊʔpəjaʔoʊɴ
မစုပ်ဖယောင်း,məsoʊʔpʰəjaʊɴ
မစ္စတာ,məsə္səta
မစ္စု,məsə္su
မစ္ဆဗေဒ,məsə္sʰəbed
မစ္ဆျိမ,məsə္sʰəjim
မစ္ဆရ,məsə္sʰəj
မစ္ဆရိယ,məsə္sʰəjij
မစ္ဆရိယစိတ်,məsə္sʰəjijəseɪʔ
မစ္ဆေရစိတ်,məsə္sʰejəseɪʔ
မစ္ဇျိမဋိပဒါ,məsə္zəjimətipədəါ
မစ္ဇျိမဒေသ,məsə္zəjimədeθ
မစ်,mɪʔ
မဆံ့မကန်,məsʰaɴməkaɴ
မဆံ့မပြဲ,məsʰaɴməpəjɛ
မဆံ့ရင်ကန်,məsʰaɴjɪɴkaɴ
မဆံ့အင်တန်,məsʰaɴʔɪɴtaɴ
မဆတ်တငံ့,məsʰaʔtəŋaɴ
မဆလာ,məsʰəla
မဆိုစလောက်,məsʰosəlɔkɛʔ
မဆီမဆိုင်,məsʰiməsʰaɪɴ
မဆုတ်မနစ်,məsʰoʊʔmənɪʔ
မဆူးမရဲ,məsʰuməjɛ
မဇ္ဆရိယ,məzə္sʰəjij
မဇ္ဈိမ,məzə္zim
မဇ္ဈိမတိုက်,məzə္zimətokɛʔ
မဇ္ဈိမဒေသ,məzə္zimədeθ
မဇ္ဈိမပဋိပဒါ,məzə္ziməpətipədəါ
မဇ္ဈိမပိဓိ,məzə္ziməpidi
မဇ္ဈိမအရွယ်,məzə္ziməʔəjəwɛ
မဇ္ဈေဝီထိ,məzə္zewitʰi
မဇ်,məzɛʔ
မဉ္ဇူ,məɲə္zu
မဉ္ဇူပန်း,məɲə္zupaɴ
မဉ္ဇူသက,məɲə္zuθək
မဉ်,mɪɴ
မဉ်ဇူပန်းပင်,mɪɴzupaɴpɪɴ
မဉ်ဇူသကပန်းပင်,mɪɴzuθəkəpaɴpɪɴ
မည့်,mi
မညှိုးပန်း,məɲ̥opaɴ
မည်,mi
မည်း,mi
မည်းကျော,mit͡ɕɔ
မည်းကျောသော,mit͡ɕɔθɔ
မည်းကြုတ်,mit͡ɕoʊʔ
မည်းကြုတ်သော,mit͡ɕoʊʔθɔ
မည်းချိပ်ချိပ်,mit͡ɕʰeɪʔt͡ɕʰeɪʔ
မည်းချိပ်သော,mit͡ɕʰeɪʔθɔ
မည်းခြောက်ခြောက်,mit͡ɕʰɔkɛʔt͡ɕʰɔkɛʔ
မည်းတည်းတည်း,mititi
မည်းနက်,minəkɛʔ
မည်းနက်သော,minəkɛʔθɔ
မည်းနှမ်း,min̥aɴ
မည်းပုပ်,mipoʊʔ
မည်းသော,miθɔ
မည်ကာမတ္တ,mikamətə္t
မည်စည်ပင်,misipɪɴ
မည်ထား,mitʰa
မည်မည်ရရ,mimijəj
မည်မည်ဝါးဝါး,mimiwəါးwəါး
မည်ရွာ,mijəwa
မည်ရွေ့မည်မျှ,mijəwemiməjှ
မည်ဝါ,miwəါ
မည်သည်,miθi
မည်သို့,miθo
မည်သို့မည်ညာ,miθomiɲa
မည်သို့မည်ပုံ,miθomipoʊɴ
မည်သူ,miθu
မည်သူမဆို,miθuməsʰo
မည်အကြောင်း,miʔət͡ɕaʊɴ
မဏိ,məni
မဏိမေခလာ,mənimekʰəla
မဏိဩဃ,məniʔɔɡ
မဏိဩဃပင်,məniʔɔɡəpɪɴ
မဏ္ဍပ်,mənə္daʔ
မဏ္ဍပ်ကနား,mənə္daʔkəna
မဏ္ဍပ်ဆောက်,mənə္daʔsʰɔkɛʔ
မဏ္ဍပ်တိုင်တက်သည်,mənə္daʔtaɪɴtəkɛʔθi
မဏ္ဍပ်ထိုး,mənə္daʔtʰo
မဏ္ဍမဏ္ဍိုင်,mənə္dəmənə္daɪɴ
မဏ္ဍိုင်,mənə္daɪɴ
မဏ်,mənɛʔ
မတကဘတ်ဆွမ်း,mətəkəbaʔsʰʊɴ
မတင်မကျ,mətɪɴmət͡ɕ
မတည်သည်,mətiθi
မတတ်,mətaʔ
မတန်,mətaɴ
မတန်တဆ,mətaɴtəsʰ
မတန်သီး,mətaɴθi
မတမ်း,mətaɴ
မတရားစွာ,mətəjasəwa
မတိမ်းမယိမ်း,məteɪɴməjeɪɴ
မတူတရူ,mətutəju
မတော့,mətɔ
မတော်ကတခေါက်,mətaʊʔkətəkʰeါkɛʔ
မတော်တဆ,mətaʊʔtəsʰ
မတော်တရော်,mətaʊʔtəjaʊʔ
မတော်မတည့်,mətaʊʔməti
မတော်မတရား,mətaʊʔmətəja
မတော်လို့,mətaʊʔlo
မတော်လောဘ,mətaʊʔlɔb
မတ္တ,mətə္t
မတ်,maʔ
မတ်ခွက်,maʔkʰəwkɛʔ
မတ်ငွေ,maʔŋəwe
မတ်စေ့,maʔse
မတ်စောက်,maʔsɔkɛʔ
မတ်စောက်သော,maʔsɔkɛʔθɔ
မတ်တတ်,maʔtaʔ
မတ်တတ်စင်း,maʔtaʔsɪɴ
မတ်တတ်စာ,maʔtaʔsa
မတ်တတ်နာ,maʔtaʔna
မတ်တတ်ပြေး,maʔtaʔpəje
မတ်တတ်ရပ်,maʔtaʔjaʔ
မတ်ပြား,maʔpəja
မတ်ပဲ,maʔpɛ
မတ်မတ်,maʔmaʔ
မတ်ရပ်တော်,maʔjaʔtaʊʔ
မတ်ရပ်ပုံတော်,maʔjaʔpoʊɴtaʊʔ
မတ်လ,maʔl
မထိတထိ,mətʰitətʰi
မထိုး,mətʰo
မထီတရီ,mətʰitəji
မထီမဲ့မြင်,mətʰimɛməjɪɴ
မထီလေးစား,mətʰilesa
မထုံတက်သေး,mətʰoʊɴtəkɛʔθe
မထေရ်,mətʰejɛʔ
မထေရ်မ,mətʰejɛʔm
မထေရ်ရဟန်း,mətʰejɛʔjəhaɴ
မထောင်းတာ,mətʰaʊɴta
မထောင်းတာရှိ,mətʰaʊɴtaʃi
မထောင်းတာသည်,mətʰaʊɴtaθi
မထွေးနိုင်မမျိုနိုင်,mətʰəwenaɪɴməməjonaɪɴ
မဒမ,mədəm
မဒမပင်,mədəməpɪɴ
မဒရတ်ခေါင်,mədəjaʔkʰeါɪɴ
မဒရတ်ပိတ်,mədəjaʔpeɪʔ
မဒရတ်အိမ်,mədəjaʔʔeɪɴ
မဓီရည်,mədiji
မန,mən
မနက်,mənəkɛʔ
မနက်ပြန်ညပြန်,mənəkɛʔpəjaɴɲəpəjaɴ
မနက်ဖြန်,mənəkɛʔpʰəjaɴ
မနည်း,məni
မနသီကာရ,mənəθikaj
မနှစ်,mən̥ɪʔ
မနှုးမနပ်,mən̥uးmənaʔ
မနားတမ်း,mənataɴ
မနာယတန,mənajətən
မနာလိုသည်,mənaloθi
မနိန္ဒြေ,məninə္dəje
မနိုင့်တနိုင်,mənaɪɴtənaɪɴ
မနိုင်မကန်,mənaɪɴməkaɴ
မနိုင်ရင်ကန်,mənaɪɴjɪɴkaɴ
မနီးမကမ်း,məniməkaɴ
မနီးယိုးစွဲ,mənijosəwɛ
မနီလ,mənil
မနုသီ,mənuθi
မနုဿ,mənuဿ
မနုဿီဟ,mənuဿih
မနေ့,məne
မနော,mənɔ
မနောကံ,mənɔkaɴ
မနောဆိုး,mənɔsʰo
မနောမဏိဒါန,mənɔmənidəါn
မနောလင်ပန်း,mənɔlɪɴpaɴ
မနောသန့်,mənɔθaɴ
မန္တန်,mənə္taɴ
မန္တရား,mənə္təja
မန္တလေး,mənə္təle
မန္တလေးတိုင်း,mənə္təletaɪɴ
မန္တာန်,mənə္taaɴ
မန္ဓာတ်မင်း,mənə္daaʔmɪɴ
မန်,maɴ
မန်း,maɴ
မန်းမကမ်း,maɴməkaɴ
မန်းမရွေး,maɴməjəwe
မန်းမှုတ်,maɴm̥oʊʔ
မန်းရည်,maɴji
မန်းရည်ငန်းရည်,maɴjiŋaɴji
မန်းလိုက်,maɴlokɛʔ
မန်းဝင်သည်,maɴwɪɴθi
မန်းသည်,maɴθi
မန်းအနာ,maɴʔəna
မန်ကျည်း,maɴt͡ɕi
မန်ကျည်းကြက်ဆူ,maɴt͡ɕit͡ɕəkɛʔsʰu
မန်ကျည်းကြက်ဆူး,maɴt͡ɕit͡ɕəkɛʔsʰu
မန်ကျည်းစေ့,maɴt͡ɕise
မန်ကျည်းပင်,maɴt͡ɕipɪɴ
မန်ကျည်းပနီ,maɴt͡ɕipəni
မန်ကျည်းပနီပင်,maɴt͡ɕipənipɪɴ
မန်ကျည်းပေါက်,maɴt͡ɕipeါkɛʔ
မန်ဒါလီ,maɴdəါli
မန်နေဂျာ,maɴned͡ʑa
မပျက်မကွက်,məpəjkɛʔməkəwkɛʔ
မပြတ်,məpəjaʔ
မပီကလာပီကလာ,məpikəlapikəla
မပေါ့မပါး,məpeါ့məpəါး
မပ်,maʔ
မပွင့်တပွင့်,məpəwɪɴtəpəwɪɴ
မဖြစ်စလောက်,məpʰəjɪʔsəlɔkɛʔ
မဖြစ်ညစ်ကျယ်,məpʰəjɪʔɲɪʔt͡ɕɛ
မဖောက်ထုံး,məpʰɔkɛʔtʰoʊɴ
မဖွယ်မရာ,məpʰəwɛməja
မမ,məm
မမြင်မကန်း,məməjɪɴməkaɴ
မမြန်း,məməjaɴ
မမှိတ်မသုန်,məm̥eɪʔməθoʊɴ
မမှုပါ,məm̥upəါ
မမာမချာ,məmamət͡ɕʰa
မမီတမီ,məmitəmi
မမီမကမ်း,məmiməkaɴ
မယ့်,məjə့ɛʔ
မယား,məja
မယားကြီး,məjat͡ɕi
မယားခြေသားခြေ,məjat͡ɕʰeθat͡ɕʰe
မယားခိုး,məjakʰo
မယားငယ်,məjaŋɛ
မယားစံရွေး,məjasaɴjəwe
မယားညီအစ်ကို,məjaɲiʔɪʔko
မယားနင်း,məjanɪɴ
မယားနေ,məjane
မယားပါသား,məjapəါθa
မယားဝတ်ငါးပါး,məjawaʔŋəါးpəါး
မယားသိမ်,məjaθeɪɴ
မယိုးမယိမ်း,məjoməjeɪɴ
မယုံသင်္ကာ,məjoʊɴθɪɴ္ka
မယုတ်မလွန်,məjoʊʔməlʊɴ
မယောင်မလည်,məjaʊɴməli
မယ်,mɛ
မယ်ကယ်,mɛkɛ
မယ်ညိုငှက်,mɛɲoŋ̥əkɛʔ
မယ်တော်,mɛtaʊʔ
မယ်ဒလင်,mɛdəlɪɴ
မယ်ဘွဲ့မောင်ဘွဲ့,mɛbəwɛmaʊɴbəwɛ
မယ်မင်း,mɛmɪɴ
မယ်ရှင်,mɛʃɪɴ
မယ်လျှ,mɛləjှ
မယ်ဝက်,mɛwəkɛʔ
မယ်သီလ,mɛθil
မယ်သီလရှင်,mɛθiləʃɪɴ
မယ်သီလရှင်ကျောင်း,mɛθiləʃɪɴt͡ɕaʊɴ
မယ်သူတော်,mɛθutaʊʔ
မျက်,məjkɛʔ
မျက်ကန်း,məjkɛʔkaɴ
မျက်ကြည်,məjkɛʔt͡ɕi
မျက်ကြုတ်,məjkɛʔt͡ɕoʊʔ
မျက်ကြုတ်ကိုးတန်,məjkɛʔt͡ɕoʊʔkotaɴ
မျက်ကြောတင်း,məjkɛʔt͡ɕɔtɪɴ
မျက်ကြောတင်းသည်,məjkɛʔt͡ɕɔtɪɴθi
မျက်ကြောဖြတ်သည်,məjkɛʔt͡ɕɔpʰəjaʔθi
မျက်ကြောသေသည်,məjkɛʔt͡ɕɔθeθi
မျက်ကလူးဆန်ပျာ,məjkɛʔkəlusʰaɴpəja
မျက်ကလဲဆန်ပျာ,məjkɛʔkəlɛsʰaɴpəja
မျက်ကလဲဆန်ပြာ,məjkɛʔkəlɛsʰaɴpəja
မျက်ကဲခတ်,məjkɛʔkɛkʰaʔ
မျက်ကွက်,məjkɛʔkəwkɛʔ
မျက်ကွက်ခြင်းတောင်း,məjkɛʔkəwkɛʔt͡ɕʰɪɴtaʊɴ
မျက်ကွင်း,məjkɛʔkəwɪɴ
မျက်ကွင်းကျ,məjkɛʔkəwɪɴt͡ɕ
မျက်ကွင်းညို,məjkɛʔkəwɪɴɲo
မျက်ကွယ်,məjkɛʔkəwɛ
မျက်ကွယ်ပြုသည်,məjkɛʔkəwɛpəjuθi
မျက်ခမ်း,məjkɛʔkʰaɴ
မျက်ခမ်းစပ်,məjkɛʔkʰaɴsaʔ
မျက်ချစ်,məjkɛʔt͡ɕʰɪʔ
မျက်ချစ်ဆေး,məjkɛʔt͡ɕʰɪʔsʰe
မျက်ချို,məjkɛʔt͡ɕʰo
မျက်ချိုကျွေး,məjkɛʔt͡ɕʰot͡ɕəwe
မျက်ချိုသွေး,məjkɛʔt͡ɕʰoθəwe
မျက်ချေး,məjkɛʔt͡ɕʰe
မျက်ချောင်ကျ,məjkɛʔt͡ɕʰaʊɴt͡ɕ
မျက်ခြည်ပြတ်,məjkɛʔt͡ɕʰipəjaʔ
မျက်ခြည်ပြတ်သည်,məjkɛʔt͡ɕʰipəjaʔθi
မျက်ခြား,məjkɛʔt͡ɕʰa
မျက်ခုံး,məjkɛʔkʰoʊɴ
မျက်ခုံးမွှေး,məjkɛʔkʰoʊɴməwှe
မျက်ခုံးမွေး,məjkɛʔkʰoʊɴməwe
မျက်ခုံးရိုး,məjkɛʔkʰoʊɴjo
မျက်ခေါင်း,məjkɛʔkʰeါɪɴ
မျက်ခွံ,məjkɛʔkʰəwaɴ
မျက်ခွက်,məjkɛʔkʰəwkɛʔ
မျက်ငြိုးထား,məjkɛʔd͡ʑotʰa
မျက်စဉ်း,məjkɛʔsɪɴ
မျက်စဉ်းကျောက်,məjkɛʔsɪɴt͡ɕɔkɛʔ
မျက်စဉ်းခတ်,məjkɛʔsɪɴkʰaʔ
မျက်စပစ်,məjkɛʔsəpɪʔ
မျက်စပစ်သည်,məjkɛʔsəpɪʔθi
မျက်စပ်ပိုးဝင်,məjkɛʔsaʔpowɪɴ
မျက်စမျက်န,məjkɛʔsəməjkɛʔn
မျက်စိ,məjkɛʔsi
မျက်စိကစားသည်,məjkɛʔsikəsaθi
မျက်စိကျ,məjkɛʔsit͡ɕ
မျက်စိကျိန်း,məjkɛʔsit͡ɕeɪɴ
မျက်စိကြီးနားကြီး,məjkɛʔsit͡ɕinat͡ɕi
မျက်စိကြောင်,məjkɛʔsit͡ɕaʊɴ
မျက်စိကြောင်သည်,məjkɛʔsit͡ɕaʊɴθi
မျက်စိစူးသည်,məjkɛʔsisuθi
မျက်စိစောင်း,məjkɛʔsisaʊɴ
မျက်စိစွန်,məjkɛʔsisʊɴ
မျက်စိစွန်သည်,məjkɛʔsisʊɴθi
မျက်စိစွေပြ,məjkɛʔsisəwepəj
မျက်စိတကျည်းလွဲ,məjkɛʔsitət͡ɕiləwɛ
မျက်စိတစ်ဆုံး,məjkɛʔsitɪʔsʰoʊɴ
မျက်စိတစ်မှိတ်လျှပ်တစ်ပြက်,məjkɛʔsitɪʔm̥eɪʔləjှaʔtɪʔpəjkɛʔ
မျက်စိနာသည်,məjkɛʔsinaθi
မျက်စိပြာ,məjkɛʔsipəja
မျက်စိပြာသည်,məjkɛʔsipəjaθi
မျက်စိပြူး,məjkɛʔsipəju
မျက်စိဖန်,məjkɛʔsipʰaɴ
မျက်စိဖန်သည်,məjkɛʔsipʰaɴθi
မျက်စိဖြူး,məjkɛʔsipʰəju
မျက်စိဖုံးအုပ်,məjkɛʔsipʰoʊɴʔoʊʔ
မျက်စိမျက်နှာပျက်သည်,məjkɛʔsiməjkɛʔn̥apəjkɛʔθi
မျက်စိမှားသည်,məjkɛʔsim̥aθi
မျက်စိမှိတ်ပြသည်,məjkɛʔsim̥eɪʔpəjθi
မျက်စိမှိတ်သည်,məjkɛʔsim̥eɪʔθi
မျက်စိမှုန်,məjkɛʔsim̥oʊɴ
မျက်စိမွဲသည်,məjkɛʔsiməwɛθi
မျက်စိယဉ်,məjkɛʔsijɪɴ
မျက်စိယဉ်သည်,məjkɛʔsijɪɴθi
မျက်စိရည်နားရည်ဝ,məjkɛʔsijinajiw
မျက်စိရည်နားရည်ဝသည်,məjkɛʔsijinajiwəθi
မျက်စိရှက်သည်,məjkɛʔsiʃəkɛʔθi
မျက်စိရှင်,məjkɛʔsiʃɪɴ
မျက်စိရှင်သည်,məjkɛʔsiʃɪɴθi
မျက်စိရှုပ်,məjkɛʔsiʃoʊʔ
မျက်စိလည်လမ်းမှား,məjkɛʔsililaɴm̥a
မျက်စိလည်သည်,məjkɛʔsiliθi
မျက်စိလျှံ,məjkɛʔsiləjှaɴ
မျက်စိလျှံသည်,məjkɛʔsiləjှaɴθi
မျက်စိလျှမ်း,məjkɛʔsiləjှaɴ
မျက်စိလေးလံ,məjkɛʔsilelaɴ
မျက်စိသငယ်,məjkɛʔsiθəŋɛ
မျက်စိသန်လည်,məjkɛʔsiθaɴli
မျက်စိသီ,məjkɛʔsiθi
မျက်စိသူငယ်အိမ်,məjkɛʔsiθuŋɛʔeɪɴ
မျက်စိအေးနားအေး,məjkɛʔsiʔenaʔe
မျက်စောင်းချိတ်,məjkɛʔsaʊɴt͡ɕʰeɪʔ
မျက်စောင်းထိုး,məjkɛʔsaʊɴtʰo
မျက်စောင်းထိုးသည်,məjkɛʔsaʊɴtʰoθi
မျက်ဆန်,məjkɛʔsʰaɴ
မျက်ဆန်ကျယ်ဝါး,məjkɛʔsʰaɴt͡ɕɛwəါး
မျက်ဆန်ကြောင်,məjkɛʔsʰaɴt͡ɕaʊɴ
မျက်တောင်,məjkɛʔtaʊɴ
မျက်တောင်ခတ်,məjkɛʔtaʊɴkʰaʔ
မျက်တောင်စင်း,məjkɛʔtaʊɴsɪɴ
မျက်တွင်း,məjkɛʔtəwɪɴ
မျက်တွင်းကျ,məjkɛʔtəwɪɴt͡ɕ
မျက်တွင်းကျသည်,məjkɛʔtəwɪɴt͡ɕəθi
မျက်တွင်းချောင်,məjkɛʔtəwɪɴt͡ɕʰaʊɴ
မျက်တွင်းဟောက်,məjkɛʔtəwɪɴhɔkɛʔ
မျက်ထောင့်,məjkɛʔtʰaʊɴ
မျက်ထောင့်နီ,məjkɛʔtʰaʊɴni
မျက်နက်,məjkɛʔnəkɛʔ
မျက်နက်မျက်ဝန်း,məjkɛʔnəkɛʔməjkɛʔwaɴ
မျက်နှာ,məjkɛʔn̥a
မျက်နှာကြက်,məjkɛʔn̥at͡ɕəkɛʔ
မျက်နှာကြည့်,məjkɛʔn̥at͡ɕi
မျက်နှာကြည်သာ,məjkɛʔn̥at͡ɕiθa
မျက်နှာကြီး,məjkɛʔn̥at͡ɕi
မျက်နှာကြီးငယ်လိုက်သည်,məjkɛʔn̥at͡ɕiŋɛlokɛʔθi
မျက်နှာကြောတင်းသည်,məjkɛʔn̥at͡ɕɔtɪɴθi
မျက်နှာကြောတည့်,məjkɛʔn̥at͡ɕɔti
မျက်နှာကောင်းရ,məjkɛʔn̥akaʊɴj
မျက်နှာကောင်းရသည်,məjkɛʔn̥akaʊɴjəθi
မျက်နှာကဲခတ်,məjkɛʔn̥akɛkʰaʔ
မျက်နှာချင်းဆိုင်,məjkɛʔn̥at͡ɕʰɪɴsʰaɪɴ
မျက်နှာချင်းဆိုင်သည်,məjkɛʔn̥at͡ɕʰɪɴsʰaɪɴθi
မျက်နှာချယ်,məjkɛʔn̥at͡ɕʰɛ
မျက်နှာချို,məjkɛʔn̥at͡ɕʰo
မျက်နှာချိုသွေးသည်,məjkɛʔn̥at͡ɕʰoθəweθi
မျက်နှာချေ,məjkɛʔn̥at͡ɕʰe
မျက်နှာချေမှုန့်,məjkɛʔn̥at͡ɕʰem̥oʊɴ
မျက်နှာခြယ်မှုန့်,məjkɛʔn̥at͡ɕʰɛm̥oʊɴ
မျက်နှာခေါက်ထူ,məjkɛʔn̥akʰeါkɛʔtʰu
